area_of_activity,country,end_day,end_month,end_year,eruption_category,eruption_number,evidence_category,evidence_method_dating,last_eruption_year,major_rock_1,major_rock_2,major_rock_3,major_rock_4,major_rock_5,minor_rock_1,minor_rock_2,minor_rock_3,minor_rock_4,minor_rock_5,Pop. Density (per sq. mi.),primary_volcano_type,Region,region,start_day,start_month,start_year,subregion,tectonic_settings,vei,volcano_name,volcano_name (eruptions.csv),volcano_number,volcano_number (eruptions.csv),Area_sq_miles,elevation,latitude,longitude,Population,population_within_100_km,population_within_10_km,population_within_30_km,population_within_5_km
NA,Grenada,30,12,1988,Confirmed Eruption,12466,Eruption Observed,Hydrophonic,2017,Basalt / Picro-Basalt, , , , ,Andesite / Basaltic Andesite,Dacite, , , ,"260,8",Others,LATIN AMER. & CARIB,West Indies,29,12,1988,West Indies,Subduction zone / Oceanic crust (< 15 km),0,Kick 'em Jenny,Kick 'em Jenny,360160,360160,344,-185,12.3,-61.64,89703,104256,4687,72786,0
NE flank (Navidad Crater),Chile,24,1,1990,Confirmed Eruption,12016,Eruption Observed,Historical Observations,1990,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , ,"21,3",Stratovolcano,LATIN AMER. & CARIB,South America,25,12,1988,Central Chile and Argentina,Subduction zone / Continental crust (>25 km),3,Lonquimay,Lonquimay,357100,357100,756950,2832,-38.379,-71.586,16134219,504320,540,13635,96
1962 Crater,Japan,16,5,1989,Confirmed Eruption,18660,Eruption Observed,Historical Observations,2004,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",10,12,1988,Hokkaido,Subduction zone / Continental crust (>25 km),2,Tokachidake,Tokachidake,285050,285050,377835,2077,43.418,142.686,127463611,1373264,227,60382,12
NA,New Zealand,5,3,1989,Confirmed Eruption,14657,Eruption Observed,Historical Observations,2007,Andesite / Basaltic Andesite, , , , ,Dacite,Basalt / Picro-Basalt, , , ,"15,2",Stratovolcano,OCEANIA,New Zealand to Fiji,8,12,1988,New Zealand,Subduction zone / Continental crust (>25 km),1,Ruapehu,Ruapehu,241100,241100,268680,2797,-39.28,175.57,4076140,119709,298,6901,14
NA,Russia,7,12,1988,Confirmed Eruption,19584,Eruption Observed,Historical Observations,2020,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,"8,4",Stratovolcano,C.W. OF IND. STATES,Kamchatka and Mainland Asia,7,12,1988,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),2,Sheveluch,Sheveluch,300270,300270,17075200,3283,56.653,161.36,142893540,11613,0,1718,0
SE Crater,Italy,30,6,1989,Confirmed Eruption,13819,Eruption Observed,Historical Observations,2020,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt, , ,Trachyte / Trachydacite,Phono-tephrite /  Tephri-phonolite, , , ,"193,0",Stratovolcano,WESTERN EUROPE,Mediterranean and Western Asia,2,10,1988,Italy,Subduction zone / Continental crust (>25 km),1,Etna,Etna,211060,211060,301230,3295,37.748,14.999,58133509,3052770,3291,1016540,78
North Pagan,United States of America,12,10,1988,Confirmed Eruption,18518,Eruption Observed,Historical Observations,2012,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"31,0",Stratovolcano,NORTHERN AMERICA,"Japan, Taiwan, Marianas",24,8,1988,"Izu, Volcano, and Mariana Islands",Subduction zone / Crustal thickness unknown,2,Pagan,Pagan,284170,284170,9631420,570,18.13,145.8,298444215,0,0,0,0
NA,Vanuatu,NA,NA,NA,Uncertain Eruption,13375,Eruption Observed,NA,2004,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , , , , , , ,"17,1",Stratovolcano,OCEANIA,Melanesia and Australia,16,8,1988,Vanuatu,Subduction zone / Intermediate crust (15-25 km),0,Epi,Epi,257060,257060,12200,833,-16.68,168.37,208869,52827,170,7819,0
NA,Indonesia,13,7,1988,Confirmed Eruption,15762,Eruption Observed,Historical Observations,2014,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,"127,9",Stratovolcano,ASIA (EX. NEAR EAST),Indonesia,12,7,1988,Java,Subduction zone / Continental crust (>25 km),1,Slamet,Slamet,263180,263180,1919440,3428,-7.242,109.208,245452739,20217467,13401,2904026,856
NA,Peru,16,10,1988,Confirmed Eruption,11749,Eruption Observed,Historical Observations,2020,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,"22,0",Stratovolcano,LATIN AMER. & CARIB,South America,22,6,1988,Peru,Subduction zone / Continental crust (>25 km),1,Sabancaya,Sabancaya,354006,354006,1285220,5960,-15.787,-71.857,28302603,1052517,526,12678,51
NA,Philippines,2,7,1988,Confirmed Eruption,16740,Eruption Observed,Historical Observations,2017,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,"298,2",Stratovolcano,ASIA (EX. NEAR EAST),Philippines and SE Asia,21,6,1988,Central Philippines,Subduction zone / Continental crust (>25 km),1,Kanlaon,Kanlaon,272020,272020,300000,2435,10.412,123.132,89468677,9345000,40276,923257,1662
NA,Nicaragua,NA,NA,NA,Confirmed Eruption,11071,Eruption Observed,Historical Observations,2011,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,"43,0",Stratovolcano,LATIN AMER. & CARIB,México and Central America,16,6,1988,Nicaragua,Subduction zone / Continental crust (>25 km),2,Concepcion,Concepcion,344120,344120,129494,1700,11.538,-85.622,5570129,2266903,28900,92378,14072
NA,Mexico,NA,NA,NA,Uncertain Eruption,10472,Eruption Observed,NA,2019,Andesite / Basaltic Andesite, , , , ,Dacite,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt, ,"54,5",Stratovolcano,LATIN AMER. & CARIB,México and Central America,15,6,1988,Mexico,Subduction zone / Continental crust (>25 km),2,Colima,Colima,341040,341040,1972550,3850,19.514,-103.62,107449525,1494790,746,303490,76
Naka-dake,Japan,16,1,1989,Confirmed Eruption,17344,Eruption Observed,Historical Observations,2020,Andesite / Basaltic Andesite,Dacite,Rhyolite,Basalt / Picro-Basalt, , , , , , ,"337,4",Caldera,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",26,5,1988,Ryukyu Islands and Kyushu,Subduction zone / Continental crust (>25 km),1,Asosan,Asosan,282110,282110,377835,1592,32.884,131.104,127463611,6507519,75559,234591,75559
"Summit, north and south flanks",Indonesia,17,5,1988,Confirmed Eruption,16420,Eruption Observed,Historical Observations,1988,Dacite,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , ,"127,9",Caldera,ASIA (EX. NEAR EAST),Indonesia,9,5,1988,Banda Sea,Subduction zone / Oceanic crust (< 15 km),3,Banda Api,Banda Api,265090,265090,1919440,596,-4.523,129.881,245452739,5810,5682,5810,5682
Tompaluan,Indonesia,1,5,1988,Confirmed Eruption,16458,Eruption Observed,Historical Observations,2015,Basalt / Picro-Basalt,Dacite,Andesite / Basaltic Andesite, , , , , , , ,"127,9",Stratovolcano,ASIA (EX. NEAR EAST),Indonesia,21,4,1988,Sulawesi,Subduction zone / Continental crust (>25 km),1,Lokon-Empung,Lokon-Empung,266100,266100,1919440,1580,1.358,124.792,245452739,1583346,75684,942160,12183
NA,United States of America,20,7,1988,Confirmed Eruption,20032,Eruption Observed,Historical Observations,1992,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , ,Trachyte / Trachydacite,Dacite, , , ,"31,0",Stratovolcano,NORTHERN AMERICA,Alaska,26,3,1988,Aleutian Islands,Subduction zone / Intermediate crust (15-25 km),2,Akutan,Akutan,311320,311320,9631420,1303,54.134,-165.986,298444215,4361,24,233,0
NA,New Zealand,25,5,1988,Confirmed Eruption,14656,Eruption Observed,Historical Observations,2007,Andesite / Basaltic Andesite, , , , ,Dacite,Basalt / Picro-Basalt, , , ,"15,2",Stratovolcano,OCEANIA,New Zealand to Fiji,20,3,1988,New Zealand,Subduction zone / Continental crust (>25 km),1,Ruapehu,Ruapehu,241100,241100,268680,2797,-39.28,175.57,4076140,119709,298,6901,14
Myojinsho,Japan,19,3,1988,Uncertain Eruption,18331,Eruption Observed,NA,1970,Dacite,Andesite / Basaltic Andesite,Rhyolite, , , , , , , ,"337,4",Others,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",18,3,1988,"Izu, Volcano, and Mariana Islands",Subduction zone / Oceanic crust (< 15 km),0,Myojinsho,Myojinsho,284070,284070,377835,11,31.888,139.918,127463611,242,0,0,0
NA,Philippines,8,3,1988,Confirmed Eruption,16768,Eruption Observed,Historical Observations,2017,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt,Rhyolite, , , ,"298,2",Stratovolcano,ASIA (EX. NEAR EAST),Philippines and SE Asia,20,2,1988,Luzon,Subduction zone / Continental crust (>25 km),2,Bulusan,Bulusan,273010,273010,300000,1535,12.769,124.056,89468677,3360418,74286,518705,2789
North Pagan,United States of America,NA,NA,NA,Uncertain Eruption,18517,Eruption Observed,NA,2012,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"31,0",Stratovolcano,NORTHERN AMERICA,"Japan, Taiwan, Marianas",16,2,1988,"Izu, Volcano, and Mariana Islands",Subduction zone / Crustal thickness unknown,NA,Pagan,Pagan,284170,284170,9631420,570,18.13,145.8,298444215,0,0,0,0
Anak Krakatau (S flank 1960-81 cone),Indonesia,16,4,1988,Confirmed Eruption,15616,Eruption Observed,Historical Observations,2020,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , ,Trachyte / Trachydacite, , , , ,"127,9",Caldera,ASIA (EX. NEAR EAST),Indonesia,14,2,1988,Krakatau,Subduction zone / Continental crust (>25 km),2,Krakatau,Krakatau,262000,262000,1919440,155,-6.102,105.423,245452739,6326159,7177,8027,7177
NA,Indonesia,16,3,1988,Confirmed Eruption,16669,Eruption Observed,Historical Observations,2018,Andesite / Basaltic Andesite, , , , ,Dacite, , , , ,"127,9",Stratovolcano,ASIA (EX. NEAR EAST),Indonesia,12,2,1988,Halmahera,Subduction zone / Oceanic crust (< 15 km),2,Gamalama,Gamalama,268060,268060,1919440,1715,0.8,127.33,245452739,536972,204820,308691,103429
"Benbow, Mbwelesu, Marum, Niri Taten",Vanuatu,23,8,1988,Confirmed Eruption,15287,Eruption Observed,Historical Observations,2018,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , , , , , , ,"17,1",Others,OCEANIA,Melanesia and Australia,12,2,1988,Vanuatu,Subduction zone / Intermediate crust (15-25 km),3,Ambrym,Ambrym,257040,257040,12200,1334,-16.25,168.12,208869,63999,186,10826,9
Iwo-dake,Japan,18,1,1988,Confirmed Eruption,16996,Eruption Observed,Historical Observations,2020,Rhyolite,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , ,"337,4",Caldera,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",18,1,1988,Ryukyu Islands and Kyushu,Subduction zone / Oceanic crust (< 15 km),1,Kikai,Kikai,282060,282060,377835,704,30.793,130.305,127463611,1002905,152,152,152
O-take,Japan,16,12,1989,Confirmed Eruption,16940,Eruption Observed,Historical Observations,2020,Andesite / Basaltic Andesite, , , , , , , , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",16,1,1988,Ryukyu Islands and Kyushu,Subduction zone / Oceanic crust (< 15 km),2,Suwanosejima,Suwanosejima,282030,282030,377835,796,29.638,129.714,127463611,1966,107,325,107
Me-Akan (SE rim of Ponmachineshiri),Japan,18,2,1988,Confirmed Eruption,18701,Eruption Observed,Historical Observations,2008,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt,Rhyolite, , , , , , ,"337,4",Caldera,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",5,1,1988,Hokkaido,Subduction zone / Continental crust (>25 km),1,Akan,Akan,285070,285070,377835,1499,43.384,144.013,127463611,929538,2062,9756,2062
Anak Ranakah,Indonesia,16,4,1989,Confirmed Eruption,16254,Eruption Observed,Historical Observations,1991,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,"127,9",Lava dome,ASIA (EX. NEAR EAST),Indonesia,28,12,1987,Lesser Sunda Islands,Subduction zone / Continental crust (>25 km),3,Ranakah,Ranakah,264071,264071,1919440,2350,-8.62,120.52,245452739,860496,63314,291790,1283
Western crater of east summit cone,Chile,6,4,1990,Confirmed Eruption,11865,Eruption Observed,Historical Observations,2017,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,"21,3",Stratovolcano,LATIN AMER. & CARIB,South America,16,11,1987,"Northern Chile, Bolivia and Argentina",Subduction zone / Continental crust (>25 km),3,Lascar,Lascar,355100,355100,756950,5592,-23.37,-67.73,16134219,8119,70,570,0
Vent in NE corner of crater,Nicaragua,16,11,1987,Confirmed Eruption,10932,Eruption Observed,Historical Observations,2018,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"43,0",Stratovolcano,LATIN AMER. & CARIB,México and Central America,16,11,1987,Nicaragua,Subduction zone / Continental crust (>25 km),1,Telica,Telica,344040,344040,129494,1036,12.606,-86.84,5570129,2982538,21990,327294,1079
NA,Nicaragua,NA,NA,NA,Uncertain Eruption,10885,Eruption Observed,NA,2019,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , , , , , , ,"43,0",Stratovolcano,LATIN AMER. & CARIB,México and Central America,16,11,1987,Nicaragua,Subduction zone / Continental crust (>25 km),NA,San Cristobal,San Cristobal,344020,344020,129494,1745,12.702,-87.004,5570129,2002579,7876,351227,208
Mihara-yama,Japan,27,1,1988,Confirmed Eruption,18243,Eruption Observed,Historical Observations,1990,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",16,11,1987,"Izu, Volcano, and Mariana Islands",Subduction zone / Oceanic crust (< 15 km),2,Izu-Oshima,Izu-Oshima,284010,284010,377835,758,34.724,139.394,127463611,11837468,8037,8375,2381
Myojinsho,Japan,9,12,1987,Uncertain Eruption,18330,Eruption Observed,NA,1970,Dacite,Andesite / Basaltic Andesite,Rhyolite, , , , , , , ,"337,4",Others,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",21,10,1987,"Izu, Volcano, and Mariana Islands",Subduction zone / Oceanic crust (< 15 km),0,Myojinsho,Myojinsho,284070,284070,377835,11,31.888,139.918,127463611,242,0,0,0
Northern crater,Russia,16,1,1988,Confirmed Eruption,18874,Eruption Observed,Historical Observations,2020,Andesite / Basaltic Andesite, , , , , , , , , ,"8,4",Stratovolcano,C.W. OF IND. STATES,Kuril Islands,14,10,1987,Kuril Islands,Subduction zone / Continental crust (>25 km),1,Ebeko,Ebeko,290380,290380,17075200,1103,50.686,156.014,142893540,3098,267,1076,0
NA,Indonesia,2,10,1987,Confirmed Eruption,16325,Eruption Observed,Historical Observations,1993,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"127,9",Stratovolcano,ASIA (EX. NEAR EAST),Indonesia,2,10,1987,Lesser Sunda Islands,Subduction zone / Crustal thickness unknown,2,Iliboleng,Iliboleng,264220,264220,1919440,1659,-8.342,123.258,245452739,757701,87503,260688,30359
North Pagan,United States of America,4,9,1987,Confirmed Eruption,18516,Eruption Observed,Historical Observations,2012,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"31,0",Stratovolcano,NORTHERN AMERICA,"Japan, Taiwan, Marianas",4,9,1987,"Izu, Volcano, and Mariana Islands",Subduction zone / Crustal thickness unknown,1,Pagan,Pagan,284170,284170,9631420,570,18.13,145.8,298444215,0,0,0,0
NA,United States of America,NA,NA,NA,Confirmed Eruption,19788,Eruption Observed,Historical Observations,1997,Andesite / Basaltic Andesite, , , , , , , , , ,"31,0",Stratovolcano,NORTHERN AMERICA,Alaska,4,9,1987,Aleutian Islands,Subduction zone / Intermediate crust (15-25 km),1,Amukta,Amukta,311190,311190,9631420,1066,52.5,-171.252,298444215,0,0,0,0
NA,New Zealand,30,8,1987,Confirmed Eruption,14655,Eruption Observed,Historical Observations,2007,Andesite / Basaltic Andesite, , , , ,Dacite,Basalt / Picro-Basalt, , , ,"15,2",Stratovolcano,OCEANIA,New Zealand to Fiji,24,8,1987,New Zealand,Subduction zone / Continental crust (>25 km),1,Ruapehu,Ruapehu,241100,241100,268680,2797,-39.28,175.57,4076140,119709,298,6901,14
Funka-Asane,Japan,16,8,1987,Uncertain Eruption,18384,Eruption Observed,NA,1945,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",16,8,1987,"Izu, Volcano, and Mariana Islands",Subduction zone / Crustal thickness unknown,0,Kita-Ioto,Kita-Ioto,284110,284110,377835,792,25.424,141.284,127463611,1210,162,162,158
NA,Peru,NA,NA,NA,Uncertain Eruption,11748,Eruption Observed,NA,2020,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,"22,0",Stratovolcano,LATIN AMER. & CARIB,South America,7,8,1987,Peru,Subduction zone / Continental crust (>25 km),2,Sabancaya,Sabancaya,354006,354006,1285220,5960,-15.787,-71.857,28302603,1052517,526,12678,51
East side of summit lava dome,Mexico,2,7,1987,Confirmed Eruption,10471,Eruption Observed,Historical Observations,2019,Andesite / Basaltic Andesite, , , , ,Dacite,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt, ,"54,5",Stratovolcano,LATIN AMER. & CARIB,México and Central America,2,7,1987,Mexico,Subduction zone / Continental crust (>25 km),1,Colima,Colima,341040,341040,1972550,3850,19.514,-103.62,107449525,1494790,746,303490,76
NA,Costa Rica,16,6,1990,Confirmed Eruption,11183,Eruption Observed,Historical Observations,2019,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,"79,8",Stratovolcano,LATIN AMER. & CARIB,México and Central America,16,6,1987,Costa Rica,Subduction zone / Continental crust (>25 km),2,Poas,Poas,345040,345040,51100,2708,10.2,-84.233,4075261,3411023,11107,950796,1947
NA,Indonesia,28,7,1989,Confirmed Eruption,16148,Eruption Observed,Historical Observations,2015,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,"127,9",Stratovolcano,ASIA (EX. NEAR EAST),Indonesia,16,5,1987,Java,Subduction zone / Continental crust (>25 km),1,Raung,Raung,263340,263340,1919440,3260,-8.119,114.056,245452739,8123987,572,581515,152
NA,Japan,NA,NA,NA,Confirmed Eruption,17548,Eruption Observed,Historical Observations,1998,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,"337,4",Lava dome,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",25,4,1987,Honshu,Subduction zone / Continental crust (>25 km),1,Niigata-Yakeyama,Niigata-Yakeyama,283090,283090,377835,2400,36.921,138.036,127463611,3920252,610,226866,73
Sugarloaf ?,United States of America,NA,NA,NA,Confirmed Eruption,19673,Eruption Observed,Historical Observations,2020,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite,Trachyandesite / Basaltic Trachyandesite, , , , , , ,"31,0",Stratovolcano,NORTHERN AMERICA,Alaska,13,4,1987,Aleutian Islands,Subduction zone / Intermediate crust (15-25 km),2,Semisopochnoi,Semisopochnoi,311060,311060,9631420,1221,51.93,179.58,298444215,0,0,0,0
NA,Indonesia,26,4,1987,Confirmed Eruption,16594,Eruption Observed,Historical Observations,2007,Andesite / Basaltic Andesite, , , , , , , , , ,"127,9",Stratovolcano,ASIA (EX. NEAR EAST),Indonesia,13,4,1987,Halmahera,Subduction zone / Oceanic crust (< 15 km),1,Gamkonora,Gamkonora,268040,268040,1919440,1635,1.38,127.53,245452739,627128,12744,61376,3354
NA,Costa Rica,1,4,1987,Confirmed Eruption,11103,Eruption Observed,Historical Observations,2020,Andesite / Basaltic Andesite,Rhyolite,Dacite, , , , , , , ,"79,8",Complex,LATIN AMER. & CARIB,México and Central America,1,4,1987,Costa Rica,Subduction zone / Continental crust (>25 km),1,Rincon de la Vieja,Rincon de la Vieja,345020,345020,51100,1916,10.83,-85.324,4075261,659105,1428,78668,271
NA,Philippines,2,7,1987,Confirmed Eruption,16739,Eruption Observed,Historical Observations,2017,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,"298,2",Stratovolcano,ASIA (EX. NEAR EAST),Philippines and SE Asia,30,3,1987,Central Philippines,Subduction zone / Continental crust (>25 km),1,Kanlaon,Kanlaon,272020,272020,300000,2435,10.412,123.132,89468677,9345000,40276,923257,1662
NNE flank (7 km from Raoul Island),New Zealand,25,3,1987,Uncertain Eruption,14701,Eruption Observed,NA,2006,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , ,"15,2",Stratovolcano,OCEANIA,New Zealand to Fiji,25,3,1987,Kermadec Islands,Subduction zone / Oceanic crust (< 15 km),0,Raoul Island,Raoul Island,242030,242030,268680,516,-29.27,-177.92,4076140,0,0,0,0
