country,country (volcano.csv),evidence_category,last_eruption_year,major_rock_1,major_rock_2,major_rock_3,major_rock_4,major_rock_5,minor_rock_1,minor_rock_2,minor_rock_3,minor_rock_4,minor_rock_5,Pop. Density (per sq. mi.),primary_volcano_type,Region,region,subregion,tectonic_settings,volcano_name,volcano_number,Area (sq. mi.),elevation,latitude,longitude,Population,population_within_100_km,population_within_10_km,population_within_30_km,population_within_5_km
Ethiopia,Ethiopia,Evidence Credible,Unknown,Rhyolite,Trachyte / Trachydacite, , , ,Basalt / Picro-Basalt, , , , ,"66,3",Caldera,SUB-SAHARAN AFRICA,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Continental crust (>25 km),Gedamsa,221230,1127127,1873,8.357,39.188,74777981,8000105,216008,744211,216008
Indonesia,Indonesia,Eruption Observed,1957,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,"127,9",Stratovolcano,ASIA (EX. NEAR EAST),Indonesia,Java,Subduction zone / Continental crust (>25 km),Gede-Pangrango,263060,1919440,3008,-6.77,106.965,245452739,40640105,154390,2315469,2500
Ecuador,Ecuador,Evidence Credible,Unknown,Basalt / Picro-Basalt, , , , , , , , , ,"47,8",Shield,LATIN AMER. & CARIB,South America,Galapagos Islands,Rift zone / Oceanic crust (< 15 km),Genovesa,353081,283560,64,0.32,-89.958,13547510,2665,197,197,197
Armenia,Armenia,Eruption Dated,-1900,Andesite / Basaltic Andesite,Rhyolite,Dacite, , , , , , , ,"99,9",Volcanic field,C.W. OF IND. STATES,Mediterranean and Western Asia,Western Asia,Intraplate / Continental crust (>25 km),Ghegham Volcanic Ridge,214070,29800,3597,40.283,45,2976372,3151168,1265153,1265153,1265153
United States,United States,Eruption Dated,1700,Dacite,Andesite / Basaltic Andesite, , , ,Basalt / Picro-Basalt, , , , ,"31,0",Stratovolcano,NORTHERN AMERICA,Canada and Western USA,USA (Washington),Subduction zone / Continental crust (>25 km),Glacier Peak,321020,9631420,3213,48.112,-121.113,298444215,1340896,0,23,0
Mexico,Mexico,Evidence Credible,Unknown,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt, , ,Dacite, , , , ,"54,5",Volcanic field,LATIN AMER. & CARIB,México and Central America,Mexico,Subduction zone / Continental crust (>25 km),"Gloria, La",341097,1972550,3500,19.33,-97.25,107449525,5697562,108512,290739,108512
United States,United States,Eruption Dated,-5550,Basalt / Picro-Basalt, , , , , , , , , ,"31,0",Volcanic field,NORTHERN AMERICA,Canada and Western USA,USA (California),Rift zone / Continental crust (>25 km),Golden Trout Creek,323170,9631420,2886,36.358,-118.32,298444215,461496,3,273,3
Papua New Guinea,Papua New Guinea,Evidence Credible,Unknown,Andesite / Basaltic Andesite, , , , , , , , , ,"12,3",Volcanic field,OCEANIA,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,Subduction zone / Continental crust (>25 km),Goodenough,253041,462840,220,-9.48,150.35,5670544,127955,7639,17932,7639
Russia,Russia,Eruption Observed,2010,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , , , , , , ,"8,4",Caldera,C.W. OF IND. STATES,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Gorely,300070,17075200,1799,52.559,158.03,142893540,250293,0,19,0
Portugal,Portugal,Eruption Dated,-1950,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Trachyte / Trachydacite, , , , , , , ,"114,8",Stratovolcano,WESTERN EUROPE,Atlantic Ocean,Azores,Rift zone / Oceanic crust (< 15 km),Graciosa,382040,92391,402,39.02,-27.97,10605870,96656,5941,6153,2500
Spain,Spain,Eruption Dated,40,Trachybasalt / Tephrite Basanite,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyte / Trachydacite,Basalt / Picro-Basalt, , , , , ,"80,0",Others,WESTERN EUROPE,Atlantic Ocean,Canary Islands,Intraplate / Intermediate crust (15-25 km),Gran Canaria,383040,504782,1950,28,-15.58,40397842,1119998,8049,697199,1101
Nicaragua,Nicaragua,Evidence Credible,Unknown,Basalt / Picro-Basalt, , , , ,Dacite, , , , ,"43,0",Others,LATIN AMER. & CARIB,México and Central America,Nicaragua,Subduction zone / Continental crust (>25 km),Granada,344101,129494,300,11.92,-85.98,5570129,2722372,137880,678798,105952
Iceland,Iceland,Eruption Dated,-3500,Basalt / Picro-Basalt, , , , , , , , , ,"2,9",Others,WESTERN EUROPE,Iceland and Arctic Ocean,Iceland (southwestern),Rift zone / Oceanic crust (< 15 km),Grimsnes,371060,103000,200,64.05,-20.883,299388,197798,6253,11236,6253
Iceland,Iceland,Eruption Observed,2011,Basalt / Picro-Basalt, , , , , , , , , ,"2,9",Caldera,WESTERN EUROPE,Iceland and Arctic Ocean,Iceland (northeastern),Rift zone / Oceanic crust (< 15 km),Grimsvotn,373010,103000,1719,64.416,-17.316,299388,1736,0,0,0
Ecuador,Ecuador,Eruption Observed,2002,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,"47,8",Stratovolcano,LATIN AMER. & CARIB,South America,Ecuador,Subduction zone / Continental crust (>25 km),Guagua Pichincha,352020,283560,4784,-0.171,-78.598,13547510,3581801,32488,2064475,449
El Salvador,El Salvador,Evidence Uncertain,Unknown,Basalt / Picro-Basalt, , , , , , , , , ,"324,3",Stratovolcano,LATIN AMER. & CARIB,México and Central America,El Salvador and Honduras,Subduction zone / Continental crust (>25 km),Guazapa,343052,21040,1438,13.9,-89.12,6822378,6800406,94131,2488228,6492
Indonesia,Indonesia,Eruption Observed,1847,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,"127,9",Complex,ASIA (EX. NEAR EAST),Indonesia,Java,Subduction zone / Continental crust (>25 km),Guntur,263130,1919440,2249,-7.143,107.84,245452739,24486191,218012,3412038,4652
Japan,Japan,Eruption Observed,1606,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Oceanic crust (< 15 km),Hachijojima,284050,377835,854,33.137,139.766,127463611,14082,13560,13564,11275
Japan,Japan,Eruption Dated,-5350,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Hachimantai,283250,377835,1613,39.958,140.854,127463611,3131126,1261,89833,268
China,China,Eruption Observed,1933,Basalt / Picro-Basalt, , , , , , , , , ,"136,9",Pyroclastic cone,ASIA (EX. NEAR EAST),Philippines and SE Asia,Southeast Asia,Intraplate / Continental crust (>25 km),Hainan Volcanic Field,275001,9596960,196,19.905,110.229,1313973713,6213231,1731229,1731229,1731229
Japan,Japan,Eruption Dated,1550,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt,Rhyolite, , , , , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Hakkodasan,283280,377835,1585,40.659,140.877,127463611,1921667,730,476624,225
Japan,Japan,Eruption Dated,2015,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,"337,4",Complex,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Hakoneyama,283020,377835,1438,35.233,139.021,127463611,30282197,53755,1543563,14140
Japan,Japan,Eruption Observed,1659,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Hakusan,283050,377835,2702,36.155,136.771,127463611,5959200,807,63965,474
United States,United States,Eruption Dated,1750,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,"31,0",Shield,NORTHERN AMERICA,Hawaii and Pacific Ocean,Hawaiian Islands,Intraplate / Oceanic crust (< 15 km),Haleakala,332060,9631420,3055,20.708,-156.25,298444215,157582,26074,65398,26074
Yemen,Yemen,Evidence Credible,Unknown,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , , , , , ,"40,6",Shield,NEAR EAST,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Oceanic crust (< 15 km),Hanish,221022,527970,422,13.72,42.73,21456188,850223,304,811,219
Papua New Guinea,Papua New Guinea,Eruption Dated,950,Dacite,Andesite / Basaltic Andesite, , , , , , , , ,"12,3",Stratovolcano,OCEANIA,Melanesia and Australia,New Britain,Subduction zone / Continental crust (>25 km),Hargy,252100,462840,1148,-5.33,151.1,5670544,85504,5093,14613,84
Japan,Japan,Eruption Dated,550,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Harunasan,283122,377835,1449,36.477,138.851,127463611,14076385,36116,1185012,1135
Turkey,Turkey,Evidence Credible,Unknown,Dacite,Andesite / Basaltic Andesite,Rhyolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , , , , ,"90,2",Stratovolcano,NEAR EAST,Mediterranean and Western Asia,Turkey,Intraplate / Continental crust (>25 km),Hasan Dagi,213002,780580,3253,38.13,34.17,70413958,1362673,4979,174584,235
Vietnam,Vietnam,Evidence Uncertain,Unknown,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Andesite / Basaltic Andesite, , , , , , ,"256,1",Volcanic field,ASIA (EX. NEAR EAST),Philippines and SE Asia,Southeast Asia,Intraplate / Continental crust (>25 km),Haut Dong Nai,275040,329560,1000,11.6,108.2,84402966,2975160,136278,344723,136278
Yemen,Yemen,Eruption Dated,-1200,Basalt / Picro-Basalt, , , , , , , , , ,"40,6",Volcanic field,NEAR EAST,Middle East and Indian Ocean,Middle East (southern),Intraplate / Continental crust (>25 km),"Haylan, Jabal",231110,527970,1550,15.4,45.1,21456188,4164209,225754,225754,225754
New Zealand,New Zealand,Eruption Dated,1360,Dacite, , , , ,Rhyolite,Basalt / Picro-Basalt, , , ,"15,2",Others,OCEANIA,New Zealand to Fiji,New Zealand,Subduction zone / Oceanic crust (< 15 km),Healy,241140,268680,-980,-35.004,178.973,4076140,0,0,0,0
Australia,Australia,Eruption Observed,2020,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite,Phono-tephrite /  Tephri-phonolite, , , , , ,"2,6",Stratovolcano,OCEANIA,Middle East and Indian Ocean,Indian Ocean (southern),Intraplate / Oceanic crust (< 15 km),Heard,234010,7686850,2745,-53.106,73.513,20264082,0,0,0,0
Iceland,Iceland,Eruption Observed,2000,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Rhyolite,Dacite, , , , , , ,"2,9",Stratovolcano,WESTERN EUROPE,Iceland and Arctic Ocean,Iceland (southern),Rift zone / Oceanic crust (< 15 km),Hekla,372070,103000,1490,63.983,-19.666,299388,22845,0,298,0
Iceland,Iceland,Evidence Credible,Unknown,Basalt / Picro-Basalt, , , , , , , , , ,"2,9",Pyroclastic cone,WESTERN EUROPE,Iceland and Arctic Ocean,Iceland (western),Rift zone / Oceanic crust (< 15 km),Helgrindur,370020,103000,986,64.866,-23.283,299388,20018,753,2312,753
United States,United States,Eruption Dated,-3250,Basalt / Picro-Basalt, , , , , , , , , ,"31,0",Shield,NORTHERN AMERICA,Canada and Western USA,USA (Idaho),Rift zone / Continental crust (>25 km),Hell's Half Acre,324040,9631420,1631,43.5,-112.45,298444215,295506,305,12646,0
Iceland,Iceland,Eruption Dated,150,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Rhyolite, , , , , , , ,"2,9",Others,WESTERN EUROPE,Iceland and Arctic Ocean,Iceland (southwestern),Rift zone / Oceanic crust (< 15 km),Hengill,371050,103000,803,64.083,-21.416,299388,204855,5722,124106,5722
Spain,Spain,Eruption Observed,2012,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , ,Trachyte / Trachydacite,Foidite, , , ,"80,0",Shield,WESTERN EUROPE,Atlantic Ocean,Canary Islands,Intraplate / Oceanic crust (< 15 km),Hierro,383020,504782,1500,27.73,-18.03,40397842,43696,20321,20321,20321
Japan,Japan,Eruption Observed,1544,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Hiuchigatake,283131,377835,2356,36.955,139.285,127463611,7523509,720,18567,179
United Kingdom,United Kingdom,Evidence Credible,Unknown,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"247,6",Stratovolcano,WESTERN EUROPE,Antarctica,Antarctica and South Sandwich Islands,Subduction zone / Oceanic crust (< 15 km),Hodson,390110,244820,835,-56.712,-27.176,60609153,0,0,0,0
Iceland,Iceland,Evidence Credible,Unknown,Basalt / Picro-Basalt,Rhyolite, , , , , , , , ,"2,9",Others,WESTERN EUROPE,Iceland and Arctic Ocean,Iceland (southwestern),Rift zone / Oceanic crust (< 15 km),Hofsjokull,371090,103000,1765,64.833,-18.766,299388,3436,0,0,0
Japan,Japan,Eruption Observed,2000,Andesite / Basaltic Andesite, , , , , , , , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",Hokkaido,Subduction zone / Continental crust (>25 km),Hokkaido-Komagatake,285020,377835,1131,42.063,140.677,127463611,962081,23091,234213,173
Kenya,Kenya,Evidence Credible,Unknown,Foidite,Phonolite, , , , , , , , ,"59,6",Complex,SUB-SAHARAN AFRICA,Africa and Red Sea,Africa (eastern),Rift zone / Continental crust (>25 km),Homa Mountain,222070,582650,1751,-0.38,34.5,34707817,10069120,60670,628701,16124
United States,United States,Eruption Observed,1866,Andesite / Basaltic Andesite, , , , ,Dacite, , , , ,"31,0",Stratovolcano,NORTHERN AMERICA,Canada and Western USA,USA (Oregon),Subduction zone / Continental crust (>25 km),Hood,322010,9631420,3426,45.374,-121.695,298444215,2067520,850,9721,0
Canada,Canada,Eruption Dated,-7050,Phonolite,Trachyte / Trachydacite, , , ,Basalt / Picro-Basalt, , , , ,"3,3",Others,NORTHERN AMERICA,Canada and Western USA,Canada,Intraplate / Continental crust (>25 km),Hoodoo Mountain,320080,9984670,1850,56.78,-131.28,33098932,2330,0,0,0
Iceland,Iceland,Evidence Uncertain,Unknown,Basalt / Picro-Basalt, , , , , , , , , ,"2,9",Stratovolcano,WESTERN EUROPE,Iceland and Arctic Ocean,Iceland (southwestern),Rift zone / Oceanic crust (< 15 km),Hromundartindur,371051,103000,550,64.083,-21.333,299388,201964,5738,26028,5738
United States,United States,Eruption Observed,1801,Basalt / Picro-Basalt, , , , ,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite, , , ,"31,0",Shield,NORTHERN AMERICA,Hawaii and Pacific Ocean,Hawaiian Islands,Intraplate / Oceanic crust (< 15 km),Hualalai,332040,9631420,2523,19.692,-155.87,298444215,166240,35906,46959,35906
Peru,Peru,Eruption Dated,-700,Trachyandesite / Basaltic Trachyandesite, , , , ,Andesite / Basaltic Andesite, , , , ,"22,0",Volcanic field,LATIN AMER. & CARIB,South America,Peru,Subduction zone / Continental crust (>25 km),Huambo,354005,1285220,4550,-15.83,-72.13,28302603,1028814,1157,7271,301
Argentina,Argentina,Eruption Dated,1750,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"14,4",Stratovolcano,LATIN AMER. & CARIB,South America,Central Chile and Argentina,Subduction zone / Continental crust (>25 km),Huanquihue Group,357123,2766890,2189,-39.887,-71.58,39921833,190322,108,3515,22
Peru,Peru,Eruption Observed,1600,Dacite, , , , , , , , , ,"22,0",Stratovolcano,LATIN AMER. & CARIB,South America,Peru,Subduction zone / Continental crust (>25 km),Huaynaputina,354030,1285220,4850,-16.608,-70.85,28302603,1088509,210,9153,36
Chile,Chile,Eruption Observed,2011,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Andesite / Basaltic Andesite, , , , , ,"21,3",Stratovolcano,LATIN AMER. & CARIB,South America,Southern Chile and Argentina,Subduction zone / Continental crust (>25 km),"Hudson, Cerro",358057,756950,1905,-45.9,-72.97,16134219,81642,12,28,0
Chile,Chile,Eruption Observed,1920,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,"21,3",Lava dome,LATIN AMER. & CARIB,South America,Southern Chile and Argentina,Subduction zone / Continental crust (>25 km),Huequi,358030,756950,1318,-42.377,-72.578,16134219,107960,7,1076,0
Indonesia,Indonesia,Unrest / Holocene,Unknown,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , ,"127,9",Caldera,ASIA (EX. NEAR EAST),Indonesia,Sumatra,Subduction zone / Continental crust (>25 km),Hulubelu,261280,1919440,849,-5.334,104.59,245452739,4261988,56894,99405,56894
Indonesia,Indonesia,Unrest / Holocene,Unknown,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"127,9",Others,ASIA (EX. NEAR EAST),Indonesia,Sumatra,Subduction zone / Continental crust (>25 km),Hululais,261200,1919440,2122,-3.247,102.239,245452739,1566370,21,45038,9
Mexico,Mexico,Eruption Dated,-4470,Rhyolite,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, ,Trachyte / Trachydacite, , , , ,"54,5",Caldera,LATIN AMER. & CARIB,México and Central America,Mexico,Subduction zone / Continental crust (>25 km),"Humeros, Los",341093,1972550,3150,19.68,-97.45,107449525,5710131,27331,566898,7461
Papua New Guinea,Papua New Guinea,Evidence Credible,Unknown,Andesite / Basaltic Andesite,Rhyolite,Basalt / Picro-Basalt, , , , , , , ,"12,3",Lava dome,OCEANIA,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,Subduction zone / Continental crust (>25 km),Iamalele,253050,462840,200,-9.52,150.53,5670544,113875,766,8026,382
Indonesia,Indonesia,Eruption Observed,2020,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,"127,9",Stratovolcano,ASIA (EX. NEAR EAST),Indonesia,Halmahera,Subduction zone / Oceanic crust (< 15 km),Ibu,268030,1919440,1325,1.488,127.63,245452739,637988,14549,64581,1560
Russia,Russia,Evidence Uncertain,Unknown,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"8,4",Shield,C.W. OF IND. STATES,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Iettunup,300710,17075200,1340,58.4,161.08,142893540,2905,0,2,0
Tanzania,Tanzania,Eruption Dated,-10450,Foidite, , , , , , , , , ,"39,6",Pyroclastic cone,SUB-SAHARAN AFRICA,Africa and Red Sea,Africa (eastern),Rift zone / Continental crust (>25 km),Igwisi Hills,222161,945087,1146,-4.889,31.933,37445392,774440,37034,105827,37034
Indonesia,Indonesia,Eruption Observed,1999,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,"127,9",Stratovolcano,ASIA (EX. NEAR EAST),Indonesia,Java,Subduction zone / Continental crust (>25 km),Ijen,263350,1919440,2769,-8.058,114.242,245452739,6846855,5504,664199,1098
Russia,Russia,Evidence Uncertain,Unknown,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"8,4",Shield,C.W. OF IND. STATES,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Iktunup,300670,17075200,2300,58.08,160.77,142893540,1965,0,16,0
United States,United States,Eruption Observed,1876,Andesite / Basaltic Andesite, , , , ,Basalt / Picro-Basalt, , , , ,"31,0",Stratovolcano,NORTHERN AMERICA,Alaska,Alaska (southwestern),Subduction zone / Continental crust (>25 km),Iliamna,313020,9631420,3053,60.032,-153.09,298444215,7564,0,1,0
Indonesia,Indonesia,Eruption Observed,1993,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"127,9",Stratovolcano,ASIA (EX. NEAR EAST),Indonesia,Lesser Sunda Islands,Subduction zone / Crustal thickness unknown,Iliboleng,264220,1919440,1659,-8.342,123.258,245452739,757701,87503,260688,30359
Indonesia,Indonesia,Unrest / Holocene,Unknown,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"127,9",Stratovolcano,ASIA (EX. NEAR EAST),Indonesia,Lesser Sunda Islands,Subduction zone / Crustal thickness unknown,Ililabalekan,264240,1919440,1018,-8.55,123.38,245452739,756090,14260,123287,7747
